Object ID,CNN ID,Street Name,Street Type,Supervisor District,Layer Input,Collection Method,Parking Supply,Year,Last Edited Date,Geom
1,924103,19TH,AVE,07,STREETS,FIELD,34,2013,,"LINESTRING (-122.47513878780431 37.736017698865815, -122.47506084974584 37.734774506673745, -122.47511569008223 37.73463050912852)"
2,924102,19TH,AVE,07,STREETS,FIELD,5555,2010,,"LINESTRING (-122.47530177405834 37.73745967963975, -122.47522386091313 37.73737462862807, -122.47513878780431 37.736017698865815)"
3,4480000,CRANLEIGH,DR,07,STREETS,FIELD,39,2012,,"LINESTRING (-122.47235489023741 37.734611108744666, -122.47232137598674 37.7340363101225, -122.47239519082177 37.73383825926831, -122.47263302380858 37.73375305374514, -122.47318674836835 37.73372728077432)"
4,629000,15TH,AVE,07,STREETS,FIELD,44,2012,,"LINESTRING (-122.47123915866375 37.741388044521145, -122.47110748941058 37.739520086703855)"
5,7553000,JOHN MUIR,DR,07,STREETS,FIELD,376,2012,,"LINESTRING (-122.48573708286848 37.70809066287842, -122.48627463774604 37.70834042851208, -122.48736404998073 37.70892411606335, -122.487816910418 37.70942476560953, -122.48891707580081 37.71169076025599, -122.48930988774258 37.71206902307071, -122.49058185736034 37.71288485389834, -122.49126731876699 37.713393217009404, -122.4920918283094 37.71448748462141, -122.49297705293228 37.715245713627276, -122.49407553656751 37.71574071181722, -122.49741364557028 37.71673688772091, -122.49841408223958 37.717164397919156, -122.49933554399111 37.71800887785909, -122.49986292078295 37.71878354916231, -122.50023417483814 37.71896049246241)"
6,4919000,DORADO,TER,07,STREETS,FIELD,7,2012,,"LINESTRING (-122.46179927533264 37.726331273386016, -122.46181647557324 37.72682496101766)"
7,4915000,DORADO,TER,07,STREETS,FIELD,7,2012,,"LINESTRING (-122.46073668532738 37.727027053034064, -122.46093235887754 37.7270517344133, -122.4613963554477 37.72683838127554, -122.46181647557324 37.72682496101766)"
8,4914000,DORADO,TER,07,STREETS,FIELD,8,2012,,"LINESTRING (-122.46037771288624 37.72698177300738, -122.46073668532738 37.727027053034064)"
9,6029000,GATEVIEW,CT,07,STREETS,FIELD,3,2012,,"LINESTRING (-122.46679920080707 37.748382470904666, -122.46676925261453 37.74831780542766, -122.46675702674813 37.748133057942745)"
10,8974000,MENDOSA,AVE,07,STREETS,FIELD,4,2012,,"LINESTRING (-122.46747401382905 37.74807796910848, -122.4675809647806 37.7482593325272, -122.46758306972141 37.748338776058034, -122.46752227656026 37.74843403643588)"
11,8973000,MENDOSA,AVE,07,STREETS,FIELD,5,2013,,"LINESTRING (-122.46747401382905 37.74807796910848, -122.46750588202298 37.74794612404536, -122.46749898932656 37.74786867736528)"
12,479000,10TH,AVE,07,STREETS,FIELD,29,2012,,"LINESTRING (-122.4663496157506 37.74907956937055, -122.46629544905015 37.74812366340796)"
13,8971000,MENDOSA,AVE,07,STREETS,FIELD,4,2012,,"LINESTRING (-122.46629544905015 37.74812366340796, -122.46655966181557 37.748154972986015, -122.46675702674813 37.748133057942745)"
14,8972000,MENDOSA,AVE,07,STREETS,FIELD,5,2012,,"LINESTRING (-122.46675702674813 37.748133057942745, -122.46715689837326 37.74804938141279, -122.46730287143603 37.74807023959133, -122.46747401382905 37.74807796910848)"
15,536000,12TH,AVE,07,STREETS,FIELD,20,2012,,"LINESTRING (-122.46849425848893 37.748950579533, -122.46843747495039 37.74813359123636)"
16,8970000,MENDOSA,AVE,07,STREETS,FIELD,61,2012,,"LINESTRING (-122.46471706465566 37.748835539381794, -122.46521765835413 37.74896880354293, -122.46556338987853 37.74901732397203, -122.46573186911775 37.749007503941584, -122.465772322153 37.748877745867865, -122.46566207876688 37.74871157107358, -122.46575260640525 37.74842525856613, -122.46584975383261 37.748194157587804, -122.46603552370259 37.74809270889493, -122.46629544905015 37.74812366340796)"
17,10081000,PACHECO,ST,07,STREETS,FIELD,11,2012,,"LINESTRING (-122.4637430996463 37.75035178383253, -122.46403621098102 37.75058072331323, -122.46419932158861 37.750721933937065)"
18,10083000,PACHECO,ST,07,STREETS,FIELD,19,2012,,"LINESTRING (-122.46541662799414 37.75099124770744, -122.46648209425558 37.750944374391466)"
19,438000,09TH,AVE,07,STREETS,FIELD,43,2012,,"LINESTRING (-122.46554639751008 37.7528560096981, -122.46541662799414 37.75099124770744)"
20,439000,09TH,AVE,07,STREETS,FIELD,15,2012,,"LINESTRING (-122.46541662799414 37.75099124770744, -122.46539131277211 37.750337793923215)"
21,440000,09TH,AVE,07,STREETS,FIELD,22,2010,,"LINESTRING (-122.46539131277211 37.750337793923215, -122.46534417458408 37.749827507599434, -122.46522178983994 37.749707475122655, -122.46505580471297 37.74965021387726)"
22,533000,12TH,AVE,07,STREETS,FIELD,23,2012,,"LINESTRING (-122.4687395946371 37.7522105732936, -122.46887649142688 37.75212139949738, -122.46882639119909 37.7519146019252, -122.46880074539922 37.751715240102456, -122.46883068734559 37.75151788851496, -122.46889065066902 37.75123631909503, -122.46898958833702 37.751021431218255, -122.46902685414572 37.75080241865476)"
23,11111000,ROCKRIDGE,DR,07,STREETS,FIELD,21,2012,,"LINESTRING (-122.46902685414572 37.75080241865476, -122.46972625864821 37.75076658124001, -122.46999442631378 37.75070404316434, -122.47020094631951 37.7505832845839, -122.47038868958496 37.75053227134675)"
24,441000,09TH,AVE,07,STREETS,FIELD,18,2012,,"LINESTRING (-122.46505580471297 37.74965021387726, -122.46486243690038 37.74949678714948, -122.46473779592839 37.74929133983725, -122.46467145442456 37.74906598740267, -122.46468454988766 37.74891454710676, -122.46471706465566 37.748835539381794)"
25,2224000,ALTON,AVE,07,STREETS,FIELD,15,2012,,"LINESTRING (-122.46208170629362 37.75027864276736, -122.46242557796094 37.75018471267738, -122.46269851533695 37.75014529597456, -122.46291306102188 37.75014582495049, -122.46332883939792 37.750173156286756)"
26,3769000,CASTENADA,AVE,07,STREETS,FIELD,23,2012,,"LINESTRING (-122.4622810778081 37.750976860210415, -122.46219789863507 37.750861322371435, -122.46213388828926 37.75078649109625, -122.46202851062617 37.750725022513855, -122.4619597436931 37.750651954738004, -122.46192037927051 37.75053158485581, -122.46198322092597 37.75036643732639, -122.46208170629362 37.75027864276736)"
27,3770000,CASTENADA,AVE,07,STREETS,FIELD,29,2010,,"LINESTRING (-122.46208170629362 37.75027864276736, -122.46206277831959 37.750051266711566, -122.46203804867301 37.74989783311014, -122.46197288782285 37.749681482763094, -122.46196904362577 37.749535906218995, -122.46202189546335 37.74936582938986, -122.4620593097952 37.749230436541126, -122.46201633651579 37.74907563398476, -122.4619542180122 37.74900167505365)"
28,13202000,VENTURA,AVE,07,STREETS,FIELD,3,2012,,"LINESTRING (-122.4622810778081 37.750976860210415, -122.46220913135113 37.75109087771336)"
29,10080202,PACHECO,ST,07,STREETS,FIELD,7,2012,,"LINESTRING (-122.46332883939792 37.750173156286756, -122.46340186317121 37.75022872707977, -122.46359427834469 37.750320298991, -122.4637430996463 37.75035178383253)"
30,10080201,PACHECO,ST,07,STREETS,FIELD,59,2010,,"LINESTRING (-122.46270038528176 37.748518751000695, -122.46268624482197 37.7486059047531, -122.46279322488958 37.74876550171788, -122.4628631131185 37.74894527671473, -122.46290712480082 37.749172872978825, -122.46289425981081 37.74930232907028, -122.46291188051111 37.749558367025294, -122.46300535260092 37.74980883271499, -122.46318581072549 37.75006431108049, -122.46332883939792 37.750173156286756)"
31,11980000,SOTELO,AVE,07,STREETS,FIELD,19,2012,,"LINESTRING (-122.4639804547572 37.74957364731263, -122.46406429190823 37.7496391862385, -122.46426455277631 37.74969559727296, -122.46505580471297 37.74965021387726)"
32,478000,10TH,AVE,07,STREETS,FIELD,24,2012,,"LINESTRING (-122.46648209425558 37.750944374391466, -122.4663496157506 37.74907956937055)"
33,477000,10TH,AVE,07,STREETS,FIELD,40,2012,,"LINESTRING (-122.46661372006096 37.7528080169069, -122.46648209425558 37.750944374391466)"
34,10080101,PACHECO,ST,07,STREETS,FIELD,5555,2010,,"LINESTRING (-122.46270038528176 37.748518751000695, -122.46279418641866 37.74855584424753, -122.46291174167794 37.74873121674196, -122.46298163018513 37.7489109925704, -122.46302564218635 37.749138587890755, -122.46301351694046 37.749296034698816, -122.46303039964378 37.749524081915716, -122.46312387093161 37.749774546630995, -122.46329071539903 37.74999147530089)"
35,10080102,PACHECO,ST,07,STREETS,FIELD,9,2013,,"LINESTRING (-122.46329071539903 37.74999147530089, -122.4633234350997 37.750034016195364, -122.46355016875894 37.750191791255276, -122.46366157356185 37.750245000126206, -122.4637430996463 37.75035178383253)"
36,13200000,VENTURA,AVE,07,STREETS,FIELD,24,2012,,"LINESTRING (-122.46342111377348 37.751209261785434, -122.46340196250097 37.75113870273213, -122.46328432881243 37.750990918669416, -122.46308989084203 37.75087108221898, -122.46301738158235 37.75084144366224)"
37,4476000,CRAGMONT,AVE,07,STREETS,FIELD,51,2010,,"LINESTRING (-122.46766085518357 37.75075409756715, -122.46750193781922 37.750547024555964, -122.46739073280833 37.749033019748)"
38,4477000,CRAGMONT,AVE,07,STREETS,FIELD,0,2012,,"LINESTRING (-122.46739073280833 37.749033019748, -122.46742132404958 37.74896355944323, -122.46739943986 37.74864820733817)"
39,10082000,PACHECO,ST,07,STREETS,FIELD,20,2012,,"LINESTRING (-122.46419932158861 37.750721933937065, -122.46447174720024 37.750872089136415, -122.46491279054004 37.751013409480194, -122.46541662799414 37.75099124770744)"
40,5975000,FUNSTON,AVE,07,STREETS,FIELD,33,2012,,"LINESTRING (-122.46979517549214 37.75267951440569, -122.469744879351 37.75226088071645, -122.46962418859661 37.75190088421857, -122.46968107567292 37.751589821626155, -122.46955813294161 37.75134905680665, -122.46914652528608 37.751028321496406, -122.46902685414572 37.75080241865476)"
41,2225000,ALTON,AVE,07,STREETS,FIELD,23,2012,,"LINESTRING (-122.4637430996463 37.75035178383253, -122.4641952644144 37.75038664571016, -122.46539131277211 37.750337793923215)"
42,10846000,QUINTARA,ST,07,STREETS,FIELD,16,2010,,"LINESTRING (-122.4663496157506 37.74907956937055, -122.46739073280833 37.749033019748)"
43,10845000,QUINTARA,ST,07,STREETS,FIELD,7,2012,,"LINESTRING (-122.46594877300421 37.74909748832334, -122.4663496157506 37.74907956937055)"
44,403000,08TH,AVE,07,STREETS,FIELD,26,2012,,"LINESTRING (-122.46443100272955 37.752323957774, -122.46441574071179 37.75212313606147, -122.46416732274344 37.751910988703415, -122.4642521979268 37.75169425129923, -122.46434869090287 37.75146579343414, -122.46436345834863 37.75120171037748, -122.46419932158861 37.750721933937065)"
45,534000,12TH,AVE,07,STREETS,FIELD,0,2012,,"LINESTRING (-122.46868696729332 37.75082495736706, -122.46849963057146 37.75061793953678, -122.468369308269 37.75027694562288, -122.46840355981686 37.749840770684536, -122.46833845081296 37.749628835108034, -122.46832944600742 37.74944561021077, -122.4684334446232 37.749295396158544, -122.46858589075777 37.74919329242864)"
46,10847000,QUINTARA,ST,07,STREETS,FIELD,23,2010,,"LINESTRING (-122.46739073280833 37.749033019748, -122.46803935283694 37.74900401326111, -122.46849425848893 37.748950579533)"
47,10849000,QUINTARA,ST,07,STREETS,FIELD,13,2010,,"LINESTRING (-122.46956224893846 37.74890840679001, -122.47060811328487 37.74887361854989)"
48,10848000,QUINTARA,ST,07,STREETS,FIELD,16,2012,,"LINESTRING (-122.46849425848893 37.748950579533, -122.46857331867926 37.74894129287623, -122.46956224893846 37.74890840679001)"
49,13638000,WILDWOOD,WAY,07,STREETS,FIELD,15,2012,,"LINESTRING (-122.45989061484688 37.72759178473911, -122.46060073519645 37.72759361811371, -122.46077687284983 37.72761501365058)"
50,13639000,WILDWOOD,WAY,07,STREETS,FIELD,3,2012,,"LINESTRING (-122.46077687284983 37.72761501365058, -122.46103628250064 37.72763998320822, -122.46127976376795 37.727614690646156, -122.46148876537595 37.72755014346696, -122.46168118896402 37.72749118292469, -122.46198042750619 37.72747173502412)"
51,11329000,SAN ALESO,AVE,07,STREETS,FIELD,49,2012,,"LINESTRING (-122.46505759439968 37.73176112814399, -122.46517965248022 37.73162928494734, -122.46524128715511 37.7315197817234, -122.46524621777252 37.73127562748974, -122.46525857930858 37.73102532184285, -122.46531667841393 37.730638659057256, -122.46543328344403 37.73017319237489)"
52,4592000,DARIEN,WAY,07,STREETS,FIELD,27,2012,,"LINESTRING (-122.46442478928108 37.73093075125741, -122.46439545760764 37.730773800301684, -122.46410625048655 37.730389469619475, -122.46387403271117 37.73016383994052, -122.46343105519712 37.72990322898972)"
53,8075000,LAKEWOOD,AVE,07,STREETS,FIELD,40,2012,,"LINESTRING (-122.46458579399365 37.72613672608241, -122.46359101456459 37.72774038706229)"
54,7811000,KENWOOD,WAY,07,STREETS,FIELD,34,2012,,"LINESTRING (-122.46082873278657 37.7286858740534, -122.4614352174196 37.728335287956064, -122.46183749391811 37.72812387735827, -122.46208168832747 37.728054543346865, -122.46239149999755 37.728016238488244, -122.46271658540525 37.728029237001515, -122.46290141341747 37.72806052704862)"
55,7812000,KENWOOD,WAY,07,STREETS,FIELD,15,2012,,"LINESTRING (-122.46290141341747 37.72806052704862, -122.4640836445975 37.72825804396519)"
56,7813000,KENWOOD,WAY,07,STREETS,FIELD,10,2012,,"LINESTRING (-122.4640836445975 37.72825804396519, -122.46474871700512 37.72836700940756)"
57,7815000,KENWOOD,WAY,07,STREETS,FIELD,5,2012,,"LINESTRING (-122.46542239990755 37.728479475672934, -122.46568966923198 37.728532091676534, -122.46580143989989 37.7285885888093)"
58,10495000,PINEHURST,WAY,07,STREETS,FIELD,24,2012,,"LINESTRING (-122.46474871700512 37.72836700940756, -122.46442272493901 37.72886626476676, -122.46430741260617 37.72906706084046, -122.46406938364427 37.72952976609855)"
59,2377000,APTOS,AVE,07,STREETS,FIELD,57,2012,,"LINESTRING (-122.46610617536638 37.73205745349769, -122.46608405702287 37.73181005643671, -122.46612603829499 37.731101245946896, -122.46616415797844 37.73082037934439, -122.46627050175869 37.73033395899628)"
60,4912000,DORADO,TER,07,STREETS,FIELD,27,2012,,"LINESTRING (-122.46122376317322 37.72495463821853, -122.46079978428989 37.72607077419554)"
61,4913000,DORADO,TER,07,STREETS,FIELD,16,2012,,"LINESTRING (-122.46079978428989 37.72607077419554, -122.46073295382139 37.72616834459455, -122.46073668532738 37.727027053034064)"
62,9705000,NORTHGATE,DR,07,STREETS,FIELD,12,2012,,"LINESTRING (-122.46153757770952 37.72932353755154, -122.46174981480631 37.730026968526445)"
63,6972000,HOLLOWAY,AVE,11,STREETS,FIELD,16,2012,,"LINESTRING (-122.46125546884879 37.72183619175125, -122.4622787038043 37.72183273213585)"
64,6970000,HOLLOWAY,AVE,11,STREETS,FIELD,13,2012,,"LINESTRING (-122.45921742951991 37.72184242859677, -122.46023763848842 37.72183962374138)"
65,6969000,HOLLOWAY,AVE,11,STREETS,FIELD,11,2012,,"LINESTRING (-122.45819659535233 37.721845225996994, -122.45921742951991 37.72184242859677)"
66,6971000,HOLLOWAY,AVE,11,STREETS,FIELD,12,2012,,"LINESTRING (-122.46023763848842 37.72183962374138, -122.46125546884879 37.72183619175125)"
67,5426000,FAXON,AVE,11,STREETS,FIELD,44,2010,,"LINESTRING (-122.46023763848842 37.72183962374138, -122.46024388337337 37.72365232217846)"
68,3131000,BRIGHT,ST,11,STREETS,FIELD,41,2012,,"LINESTRING (-122.46357377704899 37.719894824792696, -122.46359486323925 37.72169104184921)"
69,2525000,ASHTON,AVE,11,STREETS,FIELD,17,2012,,"LINESTRING (-122.46228401681505 37.72302601889284, -122.46228676022454 37.72364215307347)"
70,2527000,ASHTON,AVE,11,STREETS,FIELD,14,2012,,"LINESTRING (-122.46228958031676 37.72427554364006, -122.46229223274655 37.72487116713609)"
71,2526000,ASHTON,AVE,11,STREETS,FIELD,13,2012,,"LINESTRING (-122.46228676022454 37.72364215307347, -122.46228958031676 37.72427554364006)"
72,2524000,ASHTON,AVE,11,STREETS,FIELD,25,2012,,"LINESTRING (-122.4622787038043 37.72183273213585, -122.46228401681505 37.72302601889284)"
73,10414000,PICO,AVE,07,STREETS,FIELD,15,2012,,"LINESTRING (-122.46228958031676 37.72427554364006, -122.46318889678459 37.72426886673594)"
74,5427000,FAXON,AVE,11,STREETS,FIELD,23,2012,,"LINESTRING (-122.46024388337337 37.72365232217846, -122.460247678113 37.72475378511737)"
75,5425000,FAXON,AVE,11,STREETS,FIELD,42,2012,,"LINESTRING (-122.46023138982716 37.720025995670014, -122.46023763848842 37.72183962374138)"
76,2522000,ASHTON,AVE,11,STREETS,FIELD,36,2012,,"LINESTRING (-122.46226761389372 37.72001350981628, -122.46227811114746 37.721699922638976)"
77,13287000,VICTORIA,ST,11,STREETS,FIELD,40,2012,,"LINESTRING (-122.46537031052013 37.71969034565059, -122.46540420486292 37.721678813553844)"
78,13288000,VICTORIA,ST,07,STREETS,FIELD,34,2012,,"LINESTRING (-122.46557688896213 37.72167764556295, -122.46545409235702 37.72206238032956, -122.46522828905222 37.72244056366159, -122.46493721311599 37.72276583420257, -122.46464744123125 37.72314761664658)"
79,4661000,DE SOTO,ST,07,STREETS,FIELD,48,2012,,"LINESTRING (-122.465671598607 37.72326975178348, -122.4654699634786 37.72365338300073, -122.46528600037561 37.72424843245789, -122.46523674033624 37.724710617685545, -122.46524295896269 37.72532470053461)"
80,6860000,HEAD,ST,07,STREETS,FIELD,62,2012,,"LINESTRING (-122.46399478497487 37.722331970379884, -122.46376463009196 37.72240014284653, -122.4632022185398 37.72260955134168, -122.4628535430074 37.72280667018936, -122.46266820644645 37.722952844404965, -122.46244458402005 37.72301380457601, -122.46228401681505 37.72302601889284)"
81,13286000,VICTORIA,ST,11,STREETS,FIELD,45,2012,,"LINESTRING (-122.4653552755563 37.71792304824309, -122.46537031052013 37.71969034565059)"
82,3130000,BRIGHT,ST,11,STREETS,FIELD,44,2012,,"LINESTRING (-122.46355514065367 37.717934994070376, -122.46357377704899 37.719894824792696)"
83,4593000,DARIEN,WAY,07,STREETS,FIELD,42,2010,,"LINESTRING (-122.46343105519712 37.72990322898972, -122.46239293480966 37.72929247057078, -122.46221011718298 37.729223671132516, -122.46204934994168 37.72922834490532, -122.46153757770952 37.72932353755154)"
84,9704000,NORTHGATE,DR,07,STREETS,FIELD,13,2012,,"LINESTRING (-122.46181966626852 37.72872535071198, -122.46153757770952 37.72932353755154)"
85,6858000,HEAD,ST,11,STREETS,FIELD,36,2012,,"LINESTRING (-122.46447407091289 37.719697123109114, -122.46449742927696 37.721684945548155)"
86,9995000,ORIZABA,AVE,11,STREETS,FIELD,47,2012,,"LINESTRING (-122.4626761318752 37.72000868130983, -122.46269593273662 37.72169710580894)"
87,4656000,DE MONTFORT,AVE,11,STREETS,FIELD,17,2012,,"LINESTRING (-122.45820247165082 37.7236624468194, -122.45922321333015 37.72365738922698)"
88,4658000,DE MONTFORT,AVE,11,STREETS,FIELD,18,2012,,"LINESTRING (-122.46024388337337 37.72365232217846, -122.46126374212065 37.72364724987909)"
89,4657000,DE MONTFORT,AVE,11,STREETS,FIELD,21,2010,,"LINESTRING (-122.45922321333015 37.72365738922698, -122.46024388337337 37.72365232217846)"
90,4659000,DE MONTFORT,AVE,11,STREETS,FIELD,22,2012,,"LINESTRING (-122.46126374212065 37.72364724987909, -122.46228676022454 37.72364215307347)"
91,7693000,JULES,AVE,11,STREETS,FIELD,33,2012,,"LINESTRING (-122.46124718662763 37.720022929732444, -122.46125546884879 37.72183619175125)"
92,7694000,JULES,AVE,11,STREETS,FIELD,41,2012,,"LINESTRING (-122.46125546884879 37.72183619175125, -122.46126374212065 37.72364724987909)"
93,2523000,ASHTON,AVE,11,STREETS,FIELD,1,2010,,"LINESTRING (-122.46227811114746 37.721699922638976, -122.4622787038043 37.72183273213585)"
94,4594000,DARIEN,WAY,07,STREETS,FIELD,29,2010,,"LINESTRING (-122.46153757770952 37.72932353755154, -122.46114852923407 37.72938703184713, -122.46081720565654 37.7294065158334, -122.46082873278657 37.7286858740534)"
95,618103,NORIEGA,ST,07,STREETS,FIELD,5555,2010,,"LINESTRING (-122.47118075840015 37.75510388766942, -122.47122359111066 37.75519893424288, -122.47129965949965 37.755258208385655, -122.47143476408505 37.755354073572015, -122.47170184953849 37.75548015872356, -122.47191321231642 37.7555909336537)"
96,9648203,NORIEGA,ST,07,STREETS,FIELD,5555,2010,,"LINESTRING (-122.47118075840015 37.75510388766942, -122.47128197003812 37.755159088592265, -122.47135181386095 37.75521982947838, -122.47147666088583 37.75530219182009, -122.47173920218981 37.75543117735908, -122.47195513542212 37.755541803649635, -122.47215688274244 37.75564811211818, -122.47234641646105 37.75579720420983, -122.47242233061036 37.75587472474886)"
97,11047000,RIVERA,ST,07,STREETS,FIELD,19,2010,,"LINESTRING (-122.47052500788274 37.74702475495473, -122.47133233824933 37.74698915740224)"
98,10494000,PINEHURST,WAY,07,STREETS,FIELD,52,2010,,"LINESTRING (-122.4660864158831 37.72678994064511, -122.46548308301901 37.727386495064124, -122.4652222130363 37.72769652211766, -122.46474871700512 37.72836700940756)"
99,11950204,SLOAT,BLVD,07,STREETS,FIELD,9,2013,,"LINESTRING (-122.47381310692778 37.73476981768419, -122.4749539166884 37.734737720021606, -122.47511569008223 37.73463050912852)"
100,11950203,SLOAT,BLVD,07,STREETS,FIELD,16,2013,,"LINESTRING (-122.47264462569402 37.734802683018344, -122.47381310692778 37.73476981768419)"
101,4660000,DE SOTO,ST,07,STREETS,FIELD,46,2010,,"LINESTRING (-122.46660169263569 37.721670706507, -122.46642120409854 37.722223047414175, -122.46610676756393 37.72271711742654, -122.465671598607 37.72326975178348)"
102,445000,09TH,AVE,07,STREETS,FIELD,20,2013,,"LINESTRING (-122.46661150747958 37.747300245404944, -122.46689529062805 37.74717053445435, -122.46720797751439 37.747127555145774, -122.46836396571815 37.747075928945186)"
103,444202,09TH,AVE,07,STREETS,FIELD,4,2013,,"LINESTRING (-122.46603716592892 37.74751261771903, -122.46613602343595 37.74749359262553, -122.46636708149418 37.747429670228925, -122.46652671476534 37.74736467363419, -122.46661150747958 37.747300245404944)"
104,538000,12TH,AVE,07,STREETS,FIELD,22,2010,,"LINESTRING (-122.46820640203225 37.74486891643811, -122.46814644021056 37.74412871151722)"
105,9252000,MONTALVO,AVE,07,STREETS,FIELD,12,2013,,"LINESTRING (-122.46417433826747 37.74444959522063, -122.46369921388913 37.743754348271445)"
106,9251000,MONTALVO,AVE,07,STREETS,FIELD,16,2013,,"LINESTRING (-122.46462130817879 37.74510295907455, -122.46417433826747 37.74444959522063)"
107,4922000,DORANTES,AVE,07,STREETS,FIELD,22,2010,,"LINESTRING (-122.46358533170205 37.74591678669746, -122.46462130817879 37.74510295907455)"
108,9250000,MONTALVO,AVE,07,STREETS,FIELD,22,2013,,"LINESTRING (-122.46574606921575 37.745695276667746, -122.46568801922389 37.74560752782883, -122.46558445677213 37.74546538278768, -122.4654276278047 37.74532412610925, -122.46510189501366 37.74517598610366, -122.46490011772862 37.74513080873612, -122.46462130817879 37.74510295907455)"
109,4920000,PACHECO,ST,07,STREETS,FIELD,2,2013,,"LINESTRING (-122.46166433661185 37.74579045398062, -122.46175753404947 37.745793484335195, -122.46185574087339 37.74586231205994, -122.46202166169594 37.74590182539938, -122.46217901964606 37.74590524531939, -122.46234577469502 37.74588398425772)"
110,3774000,CASTENADA,AVE,07,STREETS,FIELD,5,2013,,"LINESTRING (-122.46361675727847 37.746680700420846, -122.46405000971964 37.74650888567843, -122.46419021258401 37.74640890766792)"
111,3773000,CASTENADA,AVE,07,STREETS,FIELD,14,2010,,"LINESTRING (-122.46286461870223 37.74676160127861, -122.46293463062953 37.74671215795261, -122.46305208262808 37.746688774665756, -122.46345042703348 37.7466848066593, -122.46361675727847 37.746680700420846)"
112,8616101,MAGELLAN,AVE,07,STREETS,FIELD,6,2013,,"LINESTRING (-122.4619542180122 37.74900167505365, -122.46185189917371 37.74898068192061, -122.46119846597817 37.74898924225934)"
113,8683000,MARCELA,AVE,07,STREETS,FIELD,28,2010,,"LINESTRING (-122.46119846597817 37.74898924225934, -122.46101126362103 37.74887311769786, -122.46089938931061 37.7487645949031, -122.4608318115604 37.74864964458332, -122.46078875659167 37.74853997745979, -122.46076244694834 37.74835833706753, -122.460782145595 37.74823510679255, -122.46082483238679 37.748081861566334)"
114,8618000,MAGELLAN,AVE,07,STREETS,FIELD,40,2013,,"LINESTRING (-122.45998521947418 37.74775725797378, -122.46008761357248 37.747616668157676, -122.46162882076648 37.74640753811236, -122.46172325466806 37.746366452528235)"
115,8617000,MAGELLAN,AVE,07,STREETS,FIELD,27,2013,,"LINESTRING (-122.46006375325213 37.74870006823205, -122.45993545716253 37.74851990497193, -122.45985117170994 37.748321478020465, -122.45983712430514 37.7481218828997, -122.45989652148987 37.74790045246886, -122.45998521947418 37.74775725797378)"
116,4734000,DEWEY,BLVD,07,STREETS,FIELD,51,2013,,"LINESTRING (-122.45918759244684 37.74729125861002, -122.46139431559973 37.745574435692106)"
117,8488000,LOPEZ,AVE,07,STREETS,FIELD,29,2013,,"LINESTRING (-122.4631548693416 37.748112615996384, -122.46339187003365 37.74783857868652, -122.46354633606732 37.74757852885272, -122.46365068206994 37.747264562419154, -122.46367056653816 37.74706275106534, -122.4636602740795 37.74686411110842, -122.46361675727847 37.746680700420846)"
118,442000,09TH,AVE,07,STREETS,FIELD,15,2013,,"LINESTRING (-122.46471706465566 37.748835539381794, -122.46481309207658 37.74860220313084, -122.46500879208261 37.74833526878789, -122.46513542070885 37.74813540375682, -122.46519081063003 37.748011647720546)"
119,8997000,MESA,AVE,07,STREETS,FIELD,16,2013,,"LINESTRING (-122.46519081063003 37.748011647720546, -122.46439050136861 37.74779492701125)"
120,8616102,MAGELLAN,AVE,07,STREETS,FIELD,10,2013,,"LINESTRING (-122.46119846597817 37.74898924225934, -122.46100770025693 37.74899174097905, -122.46080974102775 37.7489905468817, -122.4605444158656 37.748936616644045, -122.46034821345185 37.74885909624856, -122.46020826073465 37.748770166697334, -122.46013599251675 37.7487075950761, -122.46006375325213 37.74870006823205)"
121,3771000,CASTENADA,AVE,07,STREETS,FIELD,27,2013,,"LINESTRING (-122.4619542180122 37.74900167505365, -122.46176204201727 37.74865845423146, -122.46169036896343 37.74842562588832, -122.46175126794407 37.7482503980397, -122.46234646074892 37.747781643099145)"
122,3775000,CASTENADA,AVE,07,STREETS,FIELD,26,2013,,"LINESTRING (-122.46419021258401 37.74640890766792, -122.46461959265815 37.74606765541741, -122.46474876809562 37.74598206666193, -122.46494475798666 37.745922219436984, -122.46513388421721 37.74591098248634, -122.46532009507877 37.74594344137668, -122.46541753001617 37.74598273851079)"
123,3776000,CASTENADA,AVE,07,STREETS,FIELD,9,2013,,"LINESTRING (-122.46541753001617 37.74598273851079, -122.46549715020107 37.74601485068855, -122.46562138446639 37.74601439435883, -122.46571332641224 37.745948198241685, -122.46573856864306 37.745835099834665, -122.46574606921575 37.745695276667746)"
124,3772000,CASTENADA,AVE,07,STREETS,FIELD,28,2013,,"LINESTRING (-122.46234646074892 37.747781643099145, -122.46249056528472 37.74765741051439, -122.46263135410538 37.7475136294042, -122.46272117572644 37.74735084291327, -122.46278178097336 37.74716303095155, -122.46279442964942 37.74700537171638, -122.46277492767986 37.746856468111126, -122.46286461870223 37.74676160127861)"
125,11979000,SOTELO,AVE,07,STREETS,FIELD,18,2013,,"LINESTRING (-122.46377477221651 37.74861195380433, -122.46383268642678 37.74878903395547, -122.46387723232486 37.74903574421488, -122.46389099840619 37.749409049522185, -122.46393540815463 37.749538430846656, -122.4639804547572 37.74957364731263)"
