Object ID,CNN ID,Street Name,Street Type,Supervisor District,Layer Input,Collection Method,Parking Supply,Year,Last Edited Date,Geom
14423,2159102,ALEMANY,BLVD,11,STREETS,FIELD,5555,2010,,"LINESTRING (-122.43095774000894 37.73058245798842, -122.43105621114594 37.73055339356644, -122.43120486958313 37.730572452920384)"
14424,2159201,ALEMANY,BLVD,11,STREETS,FIELD,24,2010,,"LINESTRING (-122.42958390909179 37.731044828252784, -122.42976120958586 37.73105610778331, -122.43110625264009 37.730660797129794, -122.43120486958313 37.730572452920384)"
14425,8549000,LYELL,ST,11,STREETS,FIELD,6,2010,,"LINESTRING (-122.43169861604588 37.73165646478749, -122.4314061838166 37.731014438949714)"
14426,3820000,CAYUGA,AVE,11,STREETS,FIELD,11,2010,,"LINESTRING (-122.43059169748334 37.73123988393238, -122.4314061838166 37.731014438949714)"
14427,11174000,ROTTECK,ST,11,STREETS,FIELD,12,2010,,"LINESTRING (-122.43085686459487 37.731822063766636, -122.43059169748334 37.73123988393238)"
14428,8550000,LYELL,ST,11,STREETS,FIELD,0,2010,,"LINESTRING (-122.4314061838166 37.731014438949714, -122.43120486958313 37.730572452920384)"
14429,4795000,DIGBY,ST,08,STREETS,FIELD,8,2010,,"LINESTRING (-122.43307311380588 37.740052797600036, -122.4334113705324 37.7400537185935, -122.43372386243287 37.74008585993459)"
14430,2157202,ALEMANY,BLVD,09,STREETS,FIELD,78,2010,,"LINESTRING (-122.41383725099668 37.73328332206644, -122.41461413413792 37.73289386349578, -122.41553240547452 37.732540001923034, -122.41654700562417 37.732317414519805, -122.41745739457242 37.732217473866655, -122.41897896589255 37.73221341987555)"
14431,3620000,CAMBRIDGE,ST,09,STREETS,FIELD,38,2010,,"LINESTRING (-122.41938666188109 37.73043497486756, -122.41954889568736 37.72913413876205, -122.41949968682636 37.72905138440166)"
14432,13515000,WAYLAND,ST,11,STREETS,FIELD,25,2010,,"LINESTRING (-122.41693045843651 37.72282978802164, -122.41779423848895 37.72260210537796, -122.41792756497388 37.72263181380743)"
14433,8007000,LAIDLEY,ST,08,STREETS,FIELD,30,2010,,"LINESTRING (-122.42953777841983 37.73692314260261, -122.43080443118173 37.736094931491174)"
14434,5353000,EVERSON,ST,08,STREETS,FIELD,6,2013,,"LINESTRING (-122.43125508992371 37.738361886505544, -122.43079839463988 37.738461842247666)"
14435,2917000,BEMIS,ST,08,STREETS,FIELD,22,2013,,"LINESTRING (-122.43008489146891 37.73745425262575, -122.43136213343908 37.73662283405989)"
14436,2918000,BEMIS,ST,08,STREETS,FIELD,14,2010,,"LINESTRING (-122.43136213343908 37.73662283405989, -122.43139165204389 37.73657886515009, -122.43245596613143 37.73588413272945, -122.4325486411331 37.7358585878156)"
14437,1636000,29TH,ST,08,STREETS,FIELD,24,2013,,"LINESTRING (-122.43463487530671 37.74322252570165, -122.43557222151647 37.74316638622886)"
14438,4758201,DIAMOND,ST,08,STREETS,FIELD,3,2013,,"LINESTRING (-122.43540029897457 37.74192794672085, -122.43543794825102 37.74169307092549, -122.43553838363215 37.741656568092495, -122.435634260066 37.74153920457964)"
14439,4779101,DIAMOND HEIGHTS,BLVD,08,STREETS,FIELD,10,2013,,"LINESTRING (-122.435634260066 37.74153920457964, -122.43555282823698 37.741490562958866, -122.43553275189741 37.7414325627026, -122.43547709828053 37.74127178344378, -122.43545123677667 37.740979079133204, -122.4355343772297 37.74067011065888, -122.43576783017339 37.74023071852749, -122.43585278991571 37.74015842148266)"
14440,4779201,DIAMOND HEIGHTS,BLVD,08,STREETS,FIELD,16,2013,,"LINESTRING (-122.435634260066 37.74153920457964, -122.43567660452717 37.741454325475, -122.4356393426509 37.74137406518706, -122.43557076822398 37.741016922839606, -122.43564524934825 37.740685960614464, -122.43588043121443 37.74025976714385, -122.43585278991571 37.74015842148266)"
14441,4794000,DIGBY,ST,08,STREETS,FIELD,36,2013,,"LINESTRING (-122.43307311380588 37.740052797600036, -122.432800873722 37.740010495366334, -122.43269170254837 37.73985747718639, -122.4324214184486 37.73940792058923, -122.43144557863124 37.73861773936242, -122.43125508992371 37.738361886505544)"
14442,4756000,DIAMOND,ST,08,STREETS,FIELD,9,2013,,"LINESTRING (-122.43557222151647 37.74316638622886, -122.43554930663305 37.74270216373079, -122.43552214971552 37.74259742867093)"
14443,4757000,DIAMOND,ST,08,STREETS,FIELD,15,2013,,"LINESTRING (-122.43552214971552 37.74259742867093, -122.43547568919591 37.74227753574037, -122.43540029897457 37.74192794672085)"
14444,5352000,EVERSON,ST,08,STREETS,FIELD,17,2013,,"LINESTRING (-122.43079839463988 37.738461842247666, -122.42983502132127 37.73854098183222, -122.42963741059194 37.73858501578913)"
14445,5354000,EVERSON,ST,08,STREETS,FIELD,42,2013,,"LINESTRING (-122.43307311380588 37.740052797600036, -122.43312418571799 37.739686352347, -122.43279604043516 37.73893499892451, -122.4325974157132 37.73865530180993, -122.43232679618447 37.73848740962685, -122.43210254435331 37.73830993622421, -122.43195250688724 37.738238483300606, -122.43179091996383 37.73821716636566, -122.43162387076572 37.73825481401659, -122.43125508992371 37.738361886505544)"
14446,9149101,MISSION,ST,09,STREETS,FIELD,2,2013,,"LINESTRING (-122.42612775009283 37.73395941570317, -122.42613093927864 37.73391175635359, -122.42630955714675 37.73373131013714, -122.42640437666009 37.73367995723273)"
14447,9149201,MISSION,ST,09,STREETS,FIELD,0,2013,,"LINESTRING (-122.42612775009283 37.73395941570317, -122.42618836953807 37.733942613586095, -122.42638812919121 37.73374080774386, -122.42640437666009 37.73367995723273)"
14448,3019000,BOSWORTH,ST,09,STREETS,FIELD,18,2013,,"LINESTRING (-122.42640437666009 37.73367995723273, -122.42770822732224 37.73355856840809)"
14449,3020000,BOSWORTH,ST,09,STREETS,FIELD,10,2010,,"LINESTRING (-122.42770822732224 37.73355856840809, -122.4285727830917 37.73347806973161)"
14450,8781000,MARSILY,ST,09,STREETS,FIELD,26,2010,,"LINESTRING (-122.4274142251834 37.7345122685514, -122.42779566991787 37.7341446600226, -122.42770822732224 37.73355856840809)"
14451,8782000,MARSILY,ST,09,STREETS,FIELD,10,2013,,"LINESTRING (-122.42770822732224 37.73355856840809, -122.42762958614547 37.73303145038223)"
14452,11438201,SAN JOSE,AVE,08,STREETS,FIELD,7,2013,,"LINESTRING (-122.42329877435726 37.742299474024016, -122.42341591650353 37.74220822278937, -122.42395526166933 37.74089378915134)"
14453,11438203,SAN JOSE,AVE,08,STREETS,FIELD,1,2013,,"LINESTRING (-122.42415030941038 37.74034059465821, -122.42427136408983 37.73993964784525, -122.42416036601195 37.73987417062557)"
14454,11438103,SAN JOSE,AVE,09,STREETS,FIELD,0,2013,,"LINESTRING (-122.4238591302853 37.740653631665076, -122.42404985140344 37.739946616800836, -122.42416036601195 37.73987417062557)"
14455,11438101,SAN JOSE,AVE,09,STREETS,FIELD,8,2013,,"LINESTRING (-122.42329877435726 37.742299474024016, -122.42325829349474 37.742218429855356, -122.42344396680434 37.741700140074975)"
14456,2861000,BEACON,ST,08,STREETS,FIELD,14,2013,,"LINESTRING (-122.43118783850767 37.73915745855066, -122.43132149442185 37.73928283721487, -122.43177236942066 37.739807981025294)"
14457,2449000,ARLINGTON,ST,08,STREETS,FIELD,10,2013,,"LINESTRING (-122.42529080243519 37.73821414796158, -122.42552346322209 37.73775872002323)"
14458,3919000,CHENERY,ST,08,STREETS,FIELD,12,2013,,"LINESTRING (-122.42582840450157 37.73895649040495, -122.42586225628163 37.738816785386376, -122.42608878758115 37.73836267859651)"
14459,3918000,CHENERY,ST,08,STREETS,FIELD,19,2010,,"LINESTRING (-122.42559102131202 37.73979964492087, -122.42558339898828 37.73972381252002, -122.42582840450157 37.73895649040495)"
14460,3920000,CHENERY,ST,08,STREETS,FIELD,39,2013,,"LINESTRING (-122.42608878758115 37.73836267859651, -122.42643963458194 37.73805160351863, -122.4277205585631 37.737218676316104)"
14461,11437202,SAN JOSE,AVE,08,STREETS,FIELD,12,2013,,"LINESTRING (-122.42305576461543 37.74311894169396, -122.42331543295181 37.742430860916954, -122.42329877435726 37.742299474024016)"
14462,2447000,ARLINGTON,ST,08,STREETS,FIELD,24,2013,,"LINESTRING (-122.42451587073577 37.73986509234458, -122.42483217609069 37.73908045619252, -122.42488344200193 37.7390163365577)"
14463,2448000,ARLINGTON,ST,08,STREETS,FIELD,25,2013,,"LINESTRING (-122.42488344200193 37.7390163365577, -122.42529080243519 37.73821414796158)"
14464,5397000,FAIRMOUNT,ST,08,STREETS,FIELD,29,2010,,"LINESTRING (-122.42582840450157 37.73895649040495, -122.42744158042103 37.738858958598)"
14465,5398000,FAIRMOUNT,ST,08,STREETS,FIELD,5,2013,,"LINESTRING (-122.42744158042103 37.738858958598, -122.42811804104855 37.73868125549322)"
14466,10913000,RANDALL,ST,08,STREETS,FIELD,16,2013,,"LINESTRING (-122.42792810788355 37.739657343500085, -122.42874934055642 37.740126765337216)"
14467,10914000,RANDALL,ST,08,STREETS,FIELD,23,2013,,"LINESTRING (-122.42874934055642 37.740126765337216, -122.42985348754542 37.74075788465069)"
14468,3917000,CHENERY,ST,08,STREETS,FIELD,56,2013,,"LINESTRING (-122.42582680209694 37.742145531921324, -122.42559102131202 37.73979964492087)"
14469,4890201,DOLORES,ST,08,STREETS,FIELD,10,2013,,"LINESTRING (-122.4242464906378 37.7422412428788, -122.4243146068346 37.74212454138981, -122.42418456765766 37.74071838063242, -122.42415030941038 37.74034059465821)"
14470,6697000,HARPER,ST,08,STREETS,FIELD,26,2013,,"LINESTRING (-122.42996068604232 37.74189503446824, -122.42985348754542 37.74075788465069)"
14471,7009000,HOLYOKE,ST,09,STREETS,FIELD,18,2013,,"LINESTRING (-122.41052305125378 37.73094337623131, -122.41044625572448 37.73092142948304, -122.41004503790772 37.7299494794435)"
14472,11906000,SILVER,AVE,09,STREETS,FIELD,12,2013,,"LINESTRING (-122.41949968682636 37.72905138440166, -122.41921349076785 37.72908652911839, -122.41875708127331 37.72909396333684, -122.41839451912294 37.72904370336956)"
14473,11907000,SILVER,AVE,09,STREETS,FIELD,22,2013,,"LINESTRING (-122.41839451912294 37.72904370336956, -122.4172191984608 37.72884538217263)"
14474,2274000,ANDERSON,ST,09,STREETS,FIELD,24,2013,,"LINESTRING (-122.41556761243379 37.734829799407706, -122.41556537272056 37.73476131224544, -122.4157044650703 37.7332945003743)"
14475,7723000,JUSTIN,DR,09,STREETS,FIELD,9,2013,,"LINESTRING (-122.421754002956 37.73274822332436, -122.4216234293844 37.73267583532743, -122.4215862860359 37.73258443243718, -122.42164185537045 37.732491521907825, -122.42178275187928 37.73244781971045, -122.42197751887849 37.73243816370701)"
14476,7721000,JUSTIN,DR,09,STREETS,FIELD,6,2013,,"LINESTRING (-122.42204054015912 37.73314538443647, -122.42186184634546 37.73299124486666, -122.42179235789925 37.73289028494923, -122.421754002956 37.73274822332436)"
14477,7722000,JUSTIN,DR,09,STREETS,FIELD,3,2013,,"LINESTRING (-122.421754002956 37.73274822332436, -122.42183298509563 37.73259334294099, -122.42197751887849 37.73243816370701)"
14478,7724000,JUSTIN,DR,09,STREETS,FIELD,20,2013,,"LINESTRING (-122.42197751887849 37.73243816370701, -122.42261084762103 37.732313371294424, -122.42320797479701 37.73222807676471, -122.42349962471918 37.73226619408757)"
14479,4328000,CONGDON,ST,11,STREETS,FIELD,0,2013,,"LINESTRING (-122.42617497691045 37.73117347188458, -122.42615686670307 37.730886353646525)"
14480,2158201,ALEMANY,BLVD,11,STREETS,FIELD,0,2010,,"LINESTRING (-122.42617497691045 37.73117347188458, -122.42627233839252 37.73123344639202, -122.42758721196118 37.73143758541655, -122.42804508409645 37.73147910734807, -122.42837802732602 37.731463854768826, -122.42950522170918 37.73113171182396, -122.42958390909179 37.731044828252784)"
14481,2924000,BENTON,AVE,09,STREETS,FIELD,17,2013,,"LINESTRING (-122.4269056024503 37.731986558705145, -122.42668524124781 37.73221210100058, -122.42646861815626 37.73238920305393, -122.42627916593536 37.73252298105902)"
14482,12234000,STONEYBROOK,AVE,11,STREETS,FIELD,0,2013,,"LINESTRING (-122.42174371304313 37.73135703850494, -122.42176639009712 37.731089609631276)"
14483,6212000,GLADSTONE,DR,09,STREETS,FIELD,57,2010,,"LINESTRING (-122.42019835177715 37.731468155383574, -122.42019985079997 37.730974397942035, -122.42023256063865 37.730517729045204, -122.42031619579916 37.729995985361604, -122.42037946041627 37.72962554854008, -122.42048039261617 37.72946007958071, -122.42057649852528 37.729390111764815)"
14484,6213000,GLADSTONE,DR,09,STREETS,FIELD,18,2013,,"LINESTRING (-122.42057649852528 37.729390111764815, -122.42073900151365 37.7293488829162, -122.42145406762072 37.729315919644414)"
14485,11894000,SILVER,AVE,11,STREETS,FIELD,44,2013,,"LINESTRING (-122.43130705539862 37.7287344879034, -122.43040366687558 37.72855226316861, -122.42868018155053 37.72853937145681)"
14486,11895000,SILVER,AVE,11,STREETS,FIELD,3,2013,,"LINESTRING (-122.42868018155053 37.72853937145681, -122.42822211289871 37.72855007793657)"
14487,11896000,SILVER,AVE,11,STREETS,FIELD,8,2013,,"LINESTRING (-122.42822211289871 37.72855007793657, -122.42759320165878 37.728571242057065)"
14488,11903000,SILVER,AVE,09,STREETS,FIELD,15,2013,,"LINESTRING (-122.42267910920363 37.72882726320062, -122.42160982632105 37.728880904834035)"
14489,11904000,SILVER,AVE,09,STREETS,FIELD,16,2013,,"LINESTRING (-122.42160982632105 37.728880904834035, -122.42054115847849 37.72893319289945)"
14490,11905000,SILVER,AVE,09,STREETS,FIELD,20,2013,,"LINESTRING (-122.42054115847849 37.72893319289945, -122.41949968682636 37.72905138440166)"
14491,3619000,CAMBRIDGE,ST,09,STREETS,FIELD,15,2013,,"LINESTRING (-122.41929508357958 37.73116924853853, -122.41938666188109 37.73043497486756)"
14492,9460000,MURRAY,ST,09,STREETS,FIELD,5,2013,,"LINESTRING (-122.42239153265828 37.73384773555069, -122.42231950205377 37.733878122187974, -122.42207722668847 37.73404910323042)"
14493,2926000,BENTON,AVE,09,STREETS,FIELD,12,2013,,"LINESTRING (-122.42627916593536 37.73252298105902, -122.42610497102997 37.73284844595375, -122.42604212028404 37.73290460497598, -122.42596273139499 37.73291815311658, -122.42516716330707 37.73284471448316)"
14494,6215000,GLADSTONE,DR,11,STREETS,FIELD,22,2013,,"LINESTRING (-122.42251656355347 37.72926693245883, -122.42295588174088 37.729246674165566, -122.42381084982263 37.72951434812469)"
14495,2502000,ARNOLD,AVE,09,STREETS,FIELD,19,2013,,"LINESTRING (-122.41961955888637 37.73503223583764, -122.41970245931434 37.73415749577525, -122.41967985539402 37.73409584455535)"
14496,7725000,JUSTIN,DR,09,STREETS,FIELD,28,2013,,"LINESTRING (-122.42349962471918 37.73226619408757, -122.4237825934577 37.73216764831838, -122.42429115531003 37.73213892409889, -122.42506020553334 37.73213488819347)"
14497,6214000,GLADSTONE,DR,11,STREETS,FIELD,17,2013,,"LINESTRING (-122.42145406762072 37.729315919644414, -122.42251656355347 37.72926693245883)"
14498,11016000,RICKARD,ST,09,STREETS,FIELD,6,2013,,"LINESTRING (-122.40884347236288 37.73372612977986, -122.40806544949861 37.73403643632773)"
14499,11017000,RICKARD,ST,09,STREETS,FIELD,18,2013,,"LINESTRING (-122.40806544949861 37.73403643632773, -122.40682915608508 37.73452594869164)"
14500,2932000,BENTON,AVE,09,STREETS,FIELD,9,2013,,"LINESTRING (-122.41820419370666 37.73398917782955, -122.41758415477292 37.733954292650786)"
14501,2931000,BENTON,AVE,09,STREETS,FIELD,14,2010,,"LINESTRING (-122.41882932707838 37.7340217264315, -122.41820419370666 37.73398917782955)"
14502,8881000,MAYNARD,ST,11,STREETS,FIELD,36,2013,,"LINESTRING (-122.42828165807373 37.7292886117166, -122.42603791462342 37.729401922303076)"
14503,8882000,MAYNARD,ST,11,STREETS,FIELD,44,2013,,"LINESTRING (-122.42603791462342 37.729401922303076, -122.42381084982263 37.72951434812469)"
14504,9457000,MURRAY,ST,09,STREETS,FIELD,20,2013,,"LINESTRING (-122.42640437666009 37.73367995723273, -122.42596833490353 37.733630679131124, -122.42541957104447 37.73357114445393, -122.42504790044887 37.733552991024226)"
14505,9459000,MURRAY,ST,09,STREETS,FIELD,26,2013,,"LINESTRING (-122.42370750623287 37.73358737772489, -122.42306008449381 37.733670016793155, -122.42255614349276 37.73377829229585, -122.42239153265828 37.73384773555069)"
14506,2927000,BENTON,AVE,09,STREETS,FIELD,23,2013,,"LINESTRING (-122.42516716330707 37.73284471448316, -122.42454336518571 37.7328392533023, -122.42379825132628 37.73287184130905, -122.42359849908892 37.73289458817442)"
14507,2928000,BENTON,AVE,09,STREETS,FIELD,25,2013,,"LINESTRING (-122.42359849908892 37.73289458817442, -122.42314937945042 37.732945732139484, -122.42259884389432 37.733042519929796, -122.42222041968972 37.73313036891735, -122.42204054015912 37.73314538443647)"
14508,6034000,GAVEN,ST,09,STREETS,FIELD,17,2013,,"LINESTRING (-122.40970640408659 37.73305087350332, -122.41114166149603 37.73261101724258)"
14509,6035000,GAVEN,ST,09,STREETS,FIELD,24,2013,,"LINESTRING (-122.41114166149603 37.73261101724258, -122.41327803349004 37.732116539696875)"
14510,7718000,JUSTIN,DR,09,STREETS,FIELD,17,2013,,"LINESTRING (-122.42386553487813 37.734568314578674, -122.42358476912035 37.73456192096906, -122.42332139373588 37.734523340368455, -122.42308818597526 37.73445772392798, -122.42288968717463 37.73437453717169)"
14511,7719000,JUSTIN,DR,09,STREETS,FIELD,12,2013,,"LINESTRING (-122.42288968717463 37.73437453717169, -122.42265417876763 37.73418711100526, -122.4225272751896 37.73405441723807, -122.42239153265828 37.73384773555069)"
14512,4329000,CONGDON,ST,11,STREETS,FIELD,15,2013,,"LINESTRING (-122.42615686670307 37.730886353646525, -122.42609751991183 37.73014056660819)"
14513,4330000,CONGDON,ST,11,STREETS,FIELD,16,2013,,"LINESTRING (-122.42609751991183 37.73014056660819, -122.42603791462342 37.729401922303076)"
14514,4331000,CONGDON,ST,11,STREETS,FIELD,12,2013,,"LINESTRING (-122.42603791462342 37.729401922303076, -122.42597691432202 37.728645962020686)"
14515,8883000,MAYNARD,ST,11,STREETS,FIELD,40,2013,,"LINESTRING (-122.42381084982263 37.72951434812469, -122.42359006512635 37.729525491037975, -122.42330047205404 37.72960642750548, -122.42304885437638 37.72971327545475, -122.42290429981654 37.72981837546082, -122.42272142791239 37.729994955833945, -122.42260128403592 37.73018114221306, -122.42253531199695 37.73039124347634, -122.42251325132257 37.730777525958864)"
14516,8283000,LEESE,ST,09,STREETS,FIELD,11,2013,,"LINESTRING (-122.42405335908072 37.737411187733514, -122.42402599305909 37.737276196846274, -122.42365354409111 37.736695074776755)"
14517,2279000,ANDOVER,ST,09,STREETS,FIELD,11,2013,,"LINESTRING (-122.4165319725166 37.73829486606754, -122.41658816232858 37.73767336393846)"
14518,9462000,MURRAY,ST,09,STREETS,FIELD,7,2013,,"LINESTRING (-122.42017667838351 37.73578182120083, -122.42014703222088 37.736142400830865)"
14519,10262000,PARK,ST,09,STREETS,FIELD,36,2013,,"LINESTRING (-122.42365354409111 37.736695074776755, -122.42354763724995 37.73666347203561, -122.42100461341734 37.736540461353535)"
14520,2278000,ANDOVER,ST,09,STREETS,FIELD,20,2013,,"LINESTRING (-122.4165328110685 37.73906664039207, -122.4164751966669 37.73898309421374, -122.4165319725166 37.73829486606754)"
14521,3896000,CHAPMAN,ST,09,STREETS,FIELD,8,2013,,"LINESTRING (-122.41257537724964 37.74177890659614, -122.41301978541021 37.74179846773935, -122.41320343542856 37.74176620084737)"
14522,3892000,CHAPMAN,ST,09,STREETS,FIELD,3,2013,,"LINESTRING (-122.41008143408094 37.741749948896135, -122.41021817606541 37.74180204878975, -122.41071101064563 37.741826840206016)"
14523,2921000,BENNINGTON,ST,09,STREETS,FIELD,21,2013,,"LINESTRING (-122.41779229324729 37.73918860747433, -122.41790951164913 37.738428479282824)"
14524,2946000,BERNAL HEIGHTS,BLVD,09,STREETS,FIELD,7,2013,,"LINESTRING (-122.41008143408094 37.741749948896135, -122.4098436941288 37.741788253403975, -122.40962667073028 37.741800396315426, -122.40950511664701 37.74186274165466, -122.40945866934298 37.741947096056705)"
14525,2945000,BERNAL HEIGHTS,BLVD,09,STREETS,FIELD,7,2013,,"LINESTRING (-122.41073151858886 37.74156514640739, -122.41066042780685 37.74157376308015, -122.41047695260255 37.74162273720661, -122.41008143408094 37.741749948896135)"
14526,2944000,BERNAL HEIGHTS,BLVD,09,STREETS,FIELD,4,2013,,"LINESTRING (-122.41120814188122 37.741399526378835, -122.4111111702756 37.74149457833513, -122.41098902665715 37.74153393383793, -122.41073151858886 37.74156514640739)"
14527,3006000,BOCANA,ST,09,STREETS,FIELD,13,2013,,"LINESTRING (-122.41859758732132 37.739302221296285, -122.41908653440308 37.738542629881394)"
14528,9415000,MOULTRIE,ST,09,STREETS,FIELD,13,2013,,"LINESTRING (-122.41591268912151 37.7390068112031, -122.41581448616883 37.738953964224756, -122.41585383698327 37.73845724658708)"
14529,4426000,CORTLAND,AVE,09,STREETS,FIELD,11,2010,,"LINESTRING (-122.4165328110685 37.73906664039207, -122.41591268912151 37.7390068112031)"
14530,7437000,JARBOE,AVE,09,STREETS,FIELD,8,2013,,"LINESTRING (-122.41585383698327 37.73845724658708, -122.41523808610559 37.73842280959816)"
14531,7438000,JARBOE,AVE,09,STREETS,FIELD,13,2013,,"LINESTRING (-122.41523808610559 37.73842280959816, -122.4146263497937 37.738388593458914)"
14532,7439000,JARBOE,AVE,09,STREETS,FIELD,12,2013,,"LINESTRING (-122.4146263497937 37.738388593458914, -122.4140046506353 37.73835381681628)"
14533,7440000,JARBOE,AVE,09,STREETS,FIELD,10,2013,,"LINESTRING (-122.4140046506353 37.73835381681628, -122.4133759696152 37.73831864649739)"
14534,7443000,JARBOE,AVE,09,STREETS,FIELD,11,2013,,"LINESTRING (-122.41213840886722 37.738249404724705, -122.4115157494555 37.73821456117779)"
14535,7441000,JARBOE,AVE,09,STREETS,FIELD,11,2010,,"LINESTRING (-122.4133759696152 37.73831864649739, -122.41275919367622 37.738284139337985)"
14536,7442000,JARBOE,AVE,09,STREETS,FIELD,10,2013,,"LINESTRING (-122.41275919367622 37.738284139337985, -122.41213840886722 37.738249404724705)"
14537,5221000,ELSIE,ST,09,STREETS,FIELD,32,2013,,"LINESTRING (-122.41983116030296 37.7393120663824, -122.42057756767663 37.738158364505814, -122.4206922454995 37.73793053688009)"
14538,11577000,SANTA MARINA,ST,09,STREETS,FIELD,24,2013,,"LINESTRING (-122.4211152017992 37.73983589406455, -122.41983116030296 37.7393120663824)"
14539,11575000,SANTA MARINA,ST,09,STREETS,FIELD,11,2013,,"LINESTRING (-122.42310311771021 37.7406468281875, -122.42226879973315 37.7403064892877)"
14540,11576000,SANTA MARINA,ST,09,STREETS,FIELD,40,2010,,"LINESTRING (-122.42226879973315 37.7403064892877, -122.4211152017992 37.73983589406455)"
14541,3894000,CHAPMAN,ST,09,STREETS,FIELD,9,2013,,"LINESTRING (-122.41134444458127 37.74178560746339, -122.41140468710654 37.74171923677174, -122.4119563692261 37.7417473581903)"
14542,2941000,BERNAL HEIGHTS,BLVD,09,STREETS,FIELD,7,2013,,"LINESTRING (-122.41438537035442 37.74246164863417, -122.41451131819525 37.74244423833561, -122.41477930213215 37.74232667160081, -122.41502683845248 37.742187106988666)"
14543,2940000,BERNAL HEIGHTS,BLVD,09,STREETS,FIELD,52,2013,,"LINESTRING (-122.41000235227551 37.74277691447066, -122.4102471385861 37.74255064144266, -122.41044458756284 37.742463340259334, -122.41062511833238 37.74243130104041, -122.41143927079325 37.74239545483279, -122.4116935411022 37.74237839199143, -122.41252972122781 37.742248376362106, -122.41268460334142 37.742249096887925, -122.41428593786776 37.74247539355806, -122.41438537035442 37.74246164863417)"
14544,11677000,SCOTIA,AVE,10,STREETS,FIELD,53,2010,,"LINESTRING (-122.40221493330608 37.734486479470284, -122.40212724302566 37.73443461054315, -122.4005787190531 37.732866323171116)"
14545,10230000,PALOU,AVE,10,STREETS,FIELD,18,2010,,"LINESTRING (-122.40091222285108 37.739664063965336, -122.40117602911954 37.73996004534579, -122.40133345086448 37.740114469712715)"
14546,9794000,OAKDALE,AVE,10,STREETS,FIELD,42,2010,,"LINESTRING (-122.39969869591842 37.73990691669498, -122.40156890928122 37.7409668706845)"
14547,2373000,APPAREL,WAY,10,STREETS,FIELD,60,2010,,"LINESTRING (-122.40393326016238 37.74107088728431, -122.40271370120385 37.740381860510205, -122.40273415907747 37.740244991802626, -122.40439642454392 37.739766686960465)"
14548,7206201,INDUSTRIAL,ST,10,STREETS,FIELD,5555,2010,,"LINESTRING (-122.40427119340298 37.73871752707871, -122.40441269037032 37.738736889307475, -122.40498822479995 37.738575850915424, -122.40504157457039 37.73850299709668)"
14549,2801201,BAY SHORE,BLVD,10,STREETS,FIELD,5555,2010,,"LINESTRING (-122.40699179441266 37.739571215435966, -122.40706823020389 37.73945670485178, -122.40708332613681 37.73931954620853, -122.40712725674646 37.73906470631445)"
14550,7204201,INDUSTRIAL,ST,10,STREETS,FIELD,18,2010,,"LINESTRING (-122.39969869591842 37.73990691669498, -122.40009947072024 37.73994664475697, -122.4007877544127 37.73974704375301, -122.40091222285108 37.739664063965336)"
14551,11749000,SELBY,ST,10,STREETS,FIELD,20,2010,,"LINESTRING (-122.40025961860928 37.739280845097824, -122.40082147511524 37.73865371464025)"
14552,2372000,APOLLO,ST,10,STREETS,FIELD,29,2013,,"LINESTRING (-122.39859597977114 37.73156713406194, -122.39868384657633 37.73149925129409, -122.39898366506097 37.73016955614212)"
14553,11746000,SELBY,ST,10,STREETS,FIELD,15,2013,,"LINESTRING (-122.39858780559382 37.74114679838367, -122.39913731805319 37.740533484806285)"
14554,10983000,REVERE,AVE,10,STREETS,FIELD,19,2013,,"LINESTRING (-122.39856910938326 37.736438019155, -122.399517325458 37.736969342911145)"
14555,7743000,KAREN,CT,10,STREETS,FIELD,3,2013,,"LINESTRING (-122.40630017992324 37.72356188826514, -122.40728866595427 37.72330637313746)"
14556,7744000,KAREN,CT,10,STREETS,FIELD,6,2013,,"LINESTRING (-122.40728866595427 37.72330637313746, -122.40774752295545 37.72318389752247)"
14557,5019000,DWIGHT,ST,10,STREETS,FIELD,18,2013,,"LINESTRING (-122.40212159899609 37.72404055486053, -122.40311903700024 37.7237799647938)"
14558,5020000,DWIGHT,ST,10,STREETS,FIELD,17,2013,,"LINESTRING (-122.40311903700024 37.7237799647938, -122.4040810689677 37.7235276682209)"
14559,5022000,DWIGHT,ST,10,STREETS,FIELD,10,2010,,"LINESTRING (-122.40510005605334 37.72329449842444, -122.40707121504147 37.722779123756894)"
14560,5021000,DWIGHT,ST,10,STREETS,FIELD,13,2013,,"LINESTRING (-122.4040810689677 37.7235276682209, -122.40418730963923 37.723515312960174, -122.40499487285211 37.72330431399305, -122.40510005605334 37.72329449842444)"
14561,5023000,DWIGHT,ST,10,STREETS,FIELD,7,2013,,"LINESTRING (-122.40707121504147 37.722779123756894, -122.40795706002214 37.722547643538846, -122.40804732514346 37.72249004074933)"
14562,5024000,DWIGHT,ST,10,STREETS,FIELD,19,2013,,"LINESTRING (-122.40804732514346 37.72249004074933, -122.40903305930541 37.722234661530756)"
14563,2801202,BAY SHORE,BLVD,10,STREETS,FIELD,0,2013,,"LINESTRING (-122.40712725674646 37.73906470631445, -122.40708211504362 37.73855852832902, -122.40706769566671 37.73846282948197)"
14564,9795000,OAKDALE,AVE,10,STREETS,FIELD,30,2013,,"LINESTRING (-122.40156890928122 37.7409668706845, -122.40319924498164 37.74189082451497)"
